utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T14:38:08.519500+00:00,7,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6356356143951416,0.6441474020481109
2026-04-10T14:38:13.060845+00:00,7,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5868186950683594,0.6014636218547821
2026-04-10T14:38:31.007319+00:00,7,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.537489652633667,0.5419687271118164
2026-04-10T14:38:46.842479+00:00,7,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6240308284759521,0.6142027199268341
2026-04-10T14:39:29.248252+00:00,7,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6161349415779114,0.6122436463832855
2026-04-10T14:40:11.405604+00:00,7,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6101051568984985,0.6027608871459961
2026-04-10T14:41:26.881211+00:00,7,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.639013409614563,0.6479865133762359
2026-04-10T14:42:42.954969+00:00,7,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6545342206954956,0.6460418403148651
2026-04-10T14:45:47.585624+00:00,7,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.49018925428390503,0.4883251428604126
2026-04-10T14:48:52.289669+00:00,7,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6381143927574158,0.6324139714241028
